,index,약국ID,주소,약국명,대표전화1,진료시간(월요일)C,진료시간(화요일)C,진료시간(수요일)C,진료시간(목요일)C,진료시간(금요일)C,진료시간(토요일)C,진료시간(일요일)C,진료시간(공휴일)C,진료시간(월요일)S,진료시간(화요일)S,진료시간(수요일)S,진료시간(목요일)S,진료시간(금요일)S,진료시간(토요일)S,진료시간(일요일)S,진료시간(공휴일)S,우편번호1,우편번호2,병원경도,병원위도,작업일시,geometry
673,697,C1107632,서울특별시 은평구 은평터널로 65 101호110호 (수색동 대림한숲타운아파트),대림약국,02-374-2046,1800,1800,1800,1800,1800,1400,1800.0,2100.0,900,900,900,900,900,800,930.0,900.0,34,91,126.8992288158,37.5869095299,2022-07-20 17:42:02.0,POINT (946959.1465332945 1954337.9870906768)
674,698,C1100269,서울특별시 관악구 낙성대로 22 (봉천동),대림약국,02-889-3188,30,30,30,30,30,30,30.0,30.0,830,830,830,830,830,830,830.0,830.0,87,90,126.958785739699,37.4765240472309,2022-07-20 17:42:02.0,POINT (952146.8722114983 1942059.3575943192)
675,699,C1101550,서울특별시 서초구 사임당로 105 (서초동),대림약국,02-525-3273,1900,1900,1900,1900,1900,1400,30.0,30.0,900,900,900,900,900,1000,830.0,830.0,66,36,127.02124007711028,37.49054721826975,2022-07-20 17:42:02.0,POINT (957676.912059099 1943585.2283313754)
676,700,C1103304,서울특별시 구로구 신도림로 16,대림약국,02-2679-3553,1900,1900,1900,1900,1900,1500,30.0,30.0,900,900,900,900,900,900,830.0,830.0,82,11,126.88099794148316,37.50454837088695,2022-07-20 17:42:02.0,POINT (945289.40303676 1945210.864047898)
677,701,C1103680,서울특별시 동작구 시흥대로 662 (신대방동),대림온누리약국,02-6104-1234,2000,2000,2000,2000,2000,1800,30.0,30.0,800,800,800,800,800,800,830.0,830.0,70,68,126.90819629627644,37.49063238500335,2022-07-20 17:42:02.0,POINT (947683.6492628815 1943651.501671818)
678,702,C1101563,서울특별시 구로구 도림로 92 (구로동),대림우리약국,02-855-7538,2000,2000,2000,2000,2000,2100,30.0,30.0,1100,1100,1100,1100,1100,900,830.0,830.0,83,69,126.89354191025544,37.49049665085612,2022-07-20 17:42:02.0,POINT (946388.0696426824 1943644.687970419)
679,703,C1104202,서울특별시 영등포구 가마산로48길 16 3층 (대림동신풍프라자),대림타워약국,02-841-1085,1800,1800,1800,1800,1800,1500,30.0,30.0,830,830,830,830,830,900,830.0,830.0,74,3,126.90124812280668,37.50154338204829,2022-07-20 17:42:02.0,POINT (947077.1147784239 1944865.8972004424)
680,704,C1103071,서울특별시 동대문구 천호대로13길 56 (용두동),대명당약국,02-928-7467,2000,2000,2000,2000,2000,1800,30.0,30.0,900,900,900,900,900,900,830.0,830.0,25,83,127.03009436337472,37.57647316525252,2022-07-20 17:42:02.0,POINT (958507.2814093388 1953114.2735660926)
681,706,C1103529,서울특별시 강북구 삼양로 429 (수유동),대명약국,02-902-2844,2000,2000,2000,2000,2000,2000,30.0,30.0,900,900,900,900,900,1000,830.0,830.0,10,34,127.01650958088283,37.6418035765966,2022-07-20 17:42:02.0,POINT (957345.0635107764 1960368.4890749757)
682,707,C1104091,서울특별시 관악구 신림로 158 1층 1호(신림동영광빌딩),대명약국,02-873-4760,2000,2000,2000,2000,2000,1700,30.0,30.0,800,800,800,800,800,800,830.0,830.0,88,38,126.93381221484358,37.47291225405869,2022-07-20 17:42:02.0,POINT (949936.3333563088 1941671.6362302797)
683,708,C1107896,서울특별시 금천구 벚꽃로 298 대륭포스트타워6차 104호 (가산동),대명약국,02-866-2728,2000,2000,2000,2000,2000,1300,30.0,30.0,800,800,800,800,800,900,830.0,830.0,85,10,126.883871693415,37.4814401689835,2022-07-20 17:42:02.0,POINT (945526.6217770885 1942645.476462257)
684,709,C1108126,서울특별시 종로구 종로 256-1 대명빌딩 1층 (종로5가),대명약국,02-2274-0980,2000,2000,2000,2000,2000,2000,30.0,30.0,800,800,800,800,800,800,830.0,830.0,31,97,127.0062665681,37.5708606247,2022-07-20 17:42:02.0,POINT (956399.9992825685 1952502.3797138918)
685,710,C1107555,서울특별시 종로구 종로 19 3층 327호 (종로1가 르메이에르종로타운),대박약국,02-2075-7171,1900,1940,1900,1940,1900,1310,30.0,1300.0,900,900,900,900,900,900,830.0,900.0,31,57,126.9799234417087,37.570844667978704,2022-07-20 17:42:02.0,POINT (954073.6971559271 1952513.158876966)
686,711,C1102714,서울특별시 동작구 등용로 127 103동 203호 (대방동 현대아파트상가),대방약국,02-817-4828,1900,1900,1900,1900,1900,1430,30.0,1300.0,900,900,900,900,900,900,830.0,900.0,69,40,126.93099020356028,37.51256036438921,2022-07-20 17:42:02.0,POINT (949713.3919481043 1946071.8576493715)
687,712,C1101750,서울특별시 강서구 강서로 171  (화곡동),대생약국,02-2696-8082,2000,2000,2000,2000,2000,1600,30.0,1300.0,900,900,900,900,900,900,830.0,900.0,77,14,126.83983225865292,37.54179676390248,2022-07-20 17:42:02.0,POINT (941679.9297006393 1949368.1158704595)
688,713,C1102672,서울특별시 종로구 창경궁로 158 2층 (원남동),대서울약국,02-762-6060,1900,1900,1900,1900,1900,1430,30.0,1300.0,900,900,900,900,900,900,830.0,900.0,30,81,126.99749722222222,37.57645555555556,2022-07-20 17:42:02.0,POINT (955628.9213813179 1953127.2152371225)
689,714,C1108496,서울특별시 영등포구 시흥대로 655 1층 (대림동),대성모약국,02-834-7900,1730,1730,1730,1730,1730,1230,30.0,1300.0,830,830,830,830,830,830,830.0,900.0,74,42,126.90721500910932,37.49044782018298,2022-07-20 17:42:02.0,POINT (947596.7722272136 1943631.5711235092)
690,715,C1103070,서울특별시 구로구 개봉로3길 35  (개봉동),대성약국,02-2066-0120,1730,1730,1730,1730,1730,1400,30.0,1300.0,900,900,900,900,900,900,830.0,900.0,83,53,126.8542983094074,37.48613774033573,2022-07-20 17:42:02.0,POINT (942915.5140834781 1943184.1652585545)
691,716,C1102115,서울특별시 관악구 청림길 8 (봉천동),대성약국,02-877-3024,2200,2200,2200,2200,2200,2200,30.0,2200.0,900,900,900,900,900,900,830.0,900.0,87,33,126.95892779424793,37.48822819321386,2022-07-20 17:42:02.0,POINT (952166.8945923644 1943357.7855814479)
692,717,C1109281,서울특별시 마포구 상암산로 34 1층 (상암동),대경약국,070-8718-2333,1900,1900,1900,1900,1900,1530,2100.0,2100.0,900,900,900,900,900,900,900.0,900.0,39,9,126.889239900296,37.5762102049855,2022-03-20 17:41:54.0,POINT (946069.5195205973 1953156.629401735)
693,718,C1101772,서울특별시 강서구 강서로 307 서울스타병원빌딩 1층 (내발산동),대성약국,02-2691-6675,1800,1800,1800,1800,1800,1400,30.0,2200.0,900,900,900,900,900,900,830.0,900.0,76,32,126.83804324942722,37.54442519543741,2022-07-20 17:42:02.0,POINT (941523.9375664942 1949660.8393723164)
694,719,C1104727,서울특별시 용산구 회나무로 23 (이태원동),대성옵티마약국,02-794-0389,1840,1840,1840,1840,1840,1700,30.0,2200.0,900,900,900,900,900,900,830.0,900.0,43,43,126.98920105804908,37.53934339776874,2022-07-20 17:42:02.0,POINT (954873.9878064019 1949013.7618704)
695,720,C1101648,서울특별시 중랑구 동일로 802 1층 (중화동),대신약국,02-496-7735,1900,1900,1900,1900,1900,1630,30.0,2200.0,900,900,900,900,900,900,830.0,900.0,20,51,127.07965555555556,37.602066666666666,2022-07-20 17:42:02.0,POINT (962896.2689453253 1955933.0134068725)
696,721,C1101746,서울특별시 성북구 월곡로5길 66 (종암동),대영약국,02-912-6432,2100,2100,2100,2100,2100,2200,30.0,2100.0,800,800,800,800,800,900,830.0,800.0,27,97,127.03620950363477,37.59917885355685,2022-07-20 17:42:02.0,POINT (959059.6904555759 1955630.6784249423)
697,722,C1102665,서울특별시 도봉구 도봉로129길 26 (쌍문동),대영약국,02-904-0403,2200,2200,2200,2200,2200,2200,30.0,2100.0,830,830,830,830,830,830,830.0,800.0,14,32,127.03685,37.65548055555556,2022-07-20 17:42:02.0,POINT (959147.0573701877 1961876.8464793917)
698,723,C1101743,서울특별시 동작구 만양로 26 215호 (상도동 건영아파트),대영약국,02-827-0965,2000,2000,2000,2000,2000,1700,30.0,2100.0,900,900,900,900,900,900,830.0,800.0,69,18,126.94847345653496,37.50709910791037,2022-07-20 17:42:02.0,POINT (951254.9469783328 1945456.7624714738)
699,724,C1102664,서울특별시 마포구 모래내로7길 44 (성산동),대영약국,02-373-3553,2100,2100,2100,2100,2100,2100,30.0,2100.0,900,900,900,900,900,900,830.0,800.0,39,46,126.91061039166136,37.56747884628697,2022-07-20 17:42:02.0,POINT (947950.4878270389 1952175.8717322866)
700,725,C1102117,서울특별시 성동구 무수막길 97  (금호동2가),21세기메디칼약국,02-2252-6626,2100,2100,2100,2100,2100,2100,1600.0,1330.0,830,830,830,830,830,830,1000.0,900.0,47,26,127.01985483978828,37.55433844889441,2022-07-20 17:41:59.0,POINT (957590.5781213008 1950663.1114340883)
701,726,C1102657,서울특별시 금천구 은행나무로 34 (시흥동),대우당약국,02-808-8960,100,100,100,100,100,100,100.0,100.0,1100,1100,1100,1100,1100,1300,1900.0,1900.0,86,43,126.90614645097271,37.450702244985855,2022-07-20 17:42:02.0,POINT (947474.5041275973 1939222.647241532)
702,727,C1101643,서울특별시 동작구 상도로 102 (상도동),대우당약국,02-822-2682,2200,2200,2200,2200,2200,2100,100.0,100.0,830,830,830,830,830,830,1900.0,1900.0,70,41,126.9317753491,37.4999431464,2022-07-20 17:42:02.0,POINT (949774.3277154011 1944671.6313390338)
703,728,C1103067,서울특별시 양천구 공항대로 552 1층(목동대우마이빌빌딩),대우마이빌약국,02-2651-8976,1900,1900,1900,1900,1900,1500,100.0,100.0,900,900,900,900,900,900,1900.0,1900.0,79,46,126.86693672450846,37.54957814599232,2022-07-20 17:42:02.0,POINT (944080.2121512375 1950214.9564788518)
704,730,C1108872,서울특별시 구로구 천왕로 106 골드프라자 1층 104호 (천왕동),대우약국,02-2684-9752,2000,2000,2000,2000,2000,1500,1300.0,100.0,800,800,800,800,800,800,930.0,1900.0,83,65,126.838559499205,37.4860407392631,2022-07-20 17:42:02.0,POINT (941524.0030286354 1943183.0632136897)
705,731,C1102758,서울특별시 강북구 삼양로 348 (수유동),대우약국,02-904-2450,2030,2030,2030,2030,2030,1500,1300.0,100.0,930,930,930,930,930,930,930.0,1900.0,10,82,127.01757286130967,37.63454206158546,2022-07-20 17:42:02.0,POINT (957434.7272322697 1959562.36825976)
706,732,C1101534,서울특별시 성동구 독서당로 276,대우약국,02-2298-9977,2100,2100,2100,2100,2100,2000,1300.0,100.0,900,900,900,900,900,900,930.0,1900.0,47,37,127.01996664352056,37.54703445340632,2022-07-20 17:42:02.0,POINT (957596.3155515798 1949852.7220822547)
707,733,C1109024,서울특별시 도봉구 덕릉로63가길 61 상가동 203호 (창동),대우약국,02-999-2201,1800,1800,1800,1800,1800,1300,1300.0,100.0,900,900,900,900,900,900,930.0,1900.0,14,65,127.037330634079,37.6426063787029,2022-07-20 17:42:02.0,POINT (959182.407361746 1960448.2939350505)
708,734,C1101766,서울특별시 은평구 통일로 749 (대조동),대우약국,02-387-8626,2030,2030,2030,2030,2030,1830,1300.0,100.0,900,900,900,900,900,900,930.0,1900.0,33,96,126.9281666633,37.6119493981,2022-07-20 17:42:02.0,POINT (949530.9494680713 1957100.1114274685)
709,735,C1101535,서울특별시 서대문구 통일로40안길 3-1,대우약국,02-379-5836,1900,1900,1900,1900,1900,1900,1300.0,100.0,900,900,900,900,900,800,930.0,1900.0,36,28,126.94337814318756,37.59038794485976,2022-07-20 17:42:02.0,POINT (950859.3198860547 1954699.8874811411)
710,736,C1101537,서울특별시 구로구 고척로 237 (고척동 부성빌딩),대우프라자약국,02-2686-2360,2000,2000,2000,2000,2000,1700,1300.0,100.0,900,900,900,900,900,900,930.0,1900.0,82,41,126.8592905499045,37.50662216754947,2022-07-20 17:42:02.0,POINT (943372.337683919 1945453.7821251035)
711,737,C1104406,서울특별시 도봉구 우이천로 298 (쌍문동),대웅약국,02-990-2345,1800,1800,1800,1800,1800,1300,1300.0,100.0,900,900,900,900,900,900,930.0,1900.0,14,52,127.02940833333332,37.64436666666667,2022-07-20 17:42:02.0,POINT (958484.462250013 1960647.0678863744)
712,738,C1101539,서울특별시 구로구 새말로 89,대웅프라자약국,02-839-2276,2000,2000,2000,2000,2000,2000,1300.0,100.0,900,900,900,900,900,900,930.0,1900.0,82,88,126.8903737933461,37.50591626823553,2022-07-20 17:42:02.0,POINT (946119.0805925733 1945357.214898659)
713,739,C1101541,서울특별시 중랑구 중랑역로 90 대원메디컬빌딩 (중화동),대원사약국,02-433-3400,2200,2200,2200,2200,2200,1830,2000.0,2000.0,830,830,830,830,830,830,1000.0,1000.0,21,2,127.0779926626,37.601396702,2022-07-20 17:42:02.0,POINT (962749.1509358156 1955859.3423390593)
714,740,C1101732,서울특별시 영등포구 당산로 34 (문래동3가4층),대원약국,02-2633-8703,1930,1930,1930,1930,1930,1400,2000.0,2000.0,930,930,930,930,930,930,1000.0,1000.0,72,97,126.89644123941387,37.51745910441743,2022-07-20 17:42:02.0,POINT (946663.5628760157 1946634.3719016064)
715,741,C1101706,서울특별시 성북구 돌곶이로14길 51 (석관동),대원약국,02-966-0792,1800,1800,1800,1800,1800,1700,2000.0,2000.0,900,900,900,900,900,900,1000.0,1000.0,27,84,127.0625118912478,37.60893458617359,2022-07-20 17:42:02.0,POINT (961386.5436116754 1956701.8903316823)
716,742,C1101734,서울특별시 서대문구 모래내로 359 (홍은동),대유약국,02-379-4415,2130,2130,2130,2130,2130,2130,2130.0,2130.0,900,900,900,900,900,900,900.0,900.0,36,54,126.93586240231338,37.58186793124379,2022-07-20 17:42:02.0,POINT (950190.1193244411 1953758.5878388819)
717,743,C1103639,서울특별시 금천구 시흥대로 237 (시흥동),대인당온누리약국,02-803-2111,2000,2000,2000,2000,2000,1700,2130.0,2130.0,900,900,900,900,900,900,900.0,900.0,86,14,126.90008870078653,37.455010693804425,2022-07-20 17:42:02.0,POINT (946941.7432463014 1939704.035288149)
718,744,C1101736,서울특별시 동작구 동작대로27길 22 (사당동),대일약국,02-591-4655,2300,2300,2300,2300,2300,2300,2130.0,2130.0,900,900,900,900,900,900,900.0,900.0,70,8,126.98062626350648,37.48760794155186,2022-07-20 17:42:02.0,POINT (954084.7668203727 1943278.168617091)
719,745,C1101738,서울특별시 중랑구 상봉중앙로1길 32 1층 (상봉동),대일약국,02-433-1712,2100,2100,2100,2100,2100,1800,2130.0,2130.0,900,900,900,900,900,900,900.0,900.0,20,91,127.08764580569328,37.59867431380204,2022-07-20 17:42:02.0,POINT (963599.9173783548 1955553.5205775655)
720,746,C1103118,서울특별시 강동구 구천면로 291 (천호동),대자연약국,02-474-7576,2130,2130,2130,2130,2130,2130,2130.0,2130.0,830,830,830,830,830,830,1400.0,930.0,53,20,127.13356015327864,37.54596796610923,2022-07-20 17:42:02.0,POINT (967630.163447495 1949689.2297845988)
721,747,C1104372,서울특별시 금천구 독산로85길 13 (독산동),대제일약국,02-857-2166,2000,2000,2000,2000,2000,2130,2130.0,2130.0,900,900,900,900,900,830,1400.0,930.0,85,46,126.90240648883962,37.47235210597838,2022-07-20 17:42:02.0,POINT (947158.9445098382 1941626.6501767477)
722,748,C1101366,서울특별시 은평구 서오릉로 140 1층 (대조동),대조약국,02-357-7582,1900,1900,1900,1900,1900,1700,2130.0,2130.0,900,900,900,900,900,900,1400.0,930.0,33,94,126.9175889577638,37.61133702091506,2022-07-20 17:42:02.0,POINT (948596.9492173508 1957037.9098285108)
723,749,C1103490,서울특별시 성동구 왕십리로 375-1 (하왕십리동),대중약국,02-2292-4418,2130,2130,2130,2130,2130,2130,2130.0,2130.0,900,900,900,900,900,900,1500.0,900.0,47,10,127.02812475268098,37.56453605049656,2022-07-20 17:42:02.0,POINT (958326.712906594 1951790.7827013647)
724,750,C1104188,서울특별시 강북구 삼양로 247 3층 (미아동),대지약국,02-945-8946,1900,1900,1900,1900,1900,2130,2130.0,2130.0,830,830,830,830,830,900,1500.0,900.0,11,10,127.01791980606085,37.625460146772966,2022-07-20 17:42:02.0,POINT (957460.1625122658 1958554.6078908755)
725,751,C1101378,서울특별시 금천구 독산로 252 (독산동),대지약국,02-862-8541,2000,2000,2000,2000,2000,1800,2130.0,2130.0,900,900,900,900,900,900,1500.0,900.0,85,57,126.90263358877644,37.46923798859278,2022-07-20 17:42:02.0,POINT (947176.8341331243 1941281.0311482088)
726,752,C1103707,서울특별시 강북구 월계로 53 (미아동),대창약국,02-989-2267,1900,1900,1900,1900,1900,1500,2130.0,2130.0,900,900,900,900,900,900,1500.0,900.0,12,37,127.03536763036696,37.6119453272857,2022-07-20 17:42:02.0,POINT (958992.3842671855 1957047.4295179483)
727,753,C1108199,서울특별시 강남구 개포로 623 대청타워 106호 (개포동),대청약국,02-3412-0106,2130,2130,2130,2130,2130,2130,2130.0,2130.0,930,930,930,930,930,930,930.0,930.0,63,36,127.0796497901,37.4943425483,2022-07-20 17:42:02.0,POINT (962842.3236061542 1943981.6360169677)
728,754,C1107858,서울특별시 강남구 영동대로 225 1층,대치늘푸른약국,02-3288-3650,2000,2000,2000,2000,2000,1600,2130.0,2130.0,900,900,900,900,900,900,930.0,930.0,62,83,127.0676314445,37.499258723,2022-07-20 17:42:02.0,POINT (961782.4387508265 1944531.8653143297)
729,755,C1102419,서울특별시 강남구 남부순환로 2935 (대치동),대치메디칼약국,02-569-1137,1930,1930,1930,1930,1930,1700,2130.0,2130.0,900,900,900,900,900,900,930.0,930.0,62,80,127.0613348945,37.4939930739,2022-07-20 17:42:02.0,POINT (961223.1539087099 1943950.251544874)
730,756,C1109424,서울특별시 강남구 선릉로86길 42 102호 (대치동),대치약국,02-6954-1778,2200,2200,2200,2200,2200,2200,2130.0,2130.0,1100,1100,1100,1100,1100,1100,930.0,930.0,61,97,127.053118165498,37.5039519109378,2022-07-20 17:42:02.0,POINT (960502.058750396 1945058.536447615)
731,757,C1109220,서울특별시 강남구 도곡로 408 410호 (대치동 디마크빌딩),대치예스약국,02-555-1150,1800,1800,1800,1800,1800,1500,2130.0,2130.0,900,900,900,900,900,900,930.0,930.0,62,78,127.055233195315,37.4966225187716,2022-07-20 17:42:02.0,POINT (960685.1553014306 1944244.502273407)
732,758,C1103831,서울특별시 강남구 역삼로 536 3층 (대치동 동성빌딩),대치이화약국,02-567-3375,1400,1400,1400,1400,1400,1500,2130.0,2130.0,800,800,800,800,800,900,930.0,930.0,61,87,127.0616957911,37.5038210611,2022-07-20 17:42:02.0,POINT (961260.134052475 1945040.4539392374)
733,759,C1107492,서울특별시 강남구 남부순환로 2927 대치 클래시아 204호205호 (대치동),대치참약국,02-501-5920,1900,1900,1900,1900,1900,1400,2130.0,2130.0,900,900,900,900,900,900,930.0,930.0,62,80,127.0603576238,37.4936764228,2022-07-20 17:42:02.0,POINT (961136.6012165315 1943915.5242401457)
734,760,C1101399,서울특별시 강남구 도곡로63길 12  (대치동),대치필리아약국,02-508-6116,2200,2200,2200,2200,2200,2200,2200.0,2200.0,900,900,900,900,900,900,1400.0,1400.0,62,7,127.0544668842,37.497798688,2022-07-20 17:42:02.0,POINT (960618.0350908843 1944375.3109248206)
735,761,C1102740,서울특별시 중구 동호로11길 43 (신당동),대풍약국,02-2252-3944,2500,2200,2200,2200,2200,2500,2500.0,2200.0,830,830,830,830,830,900,2200.0,1400.0,45,99,127.00906773245995,37.55331736347124,2022-07-20 17:42:02.0,POINT (956637.1957469953 1950554.748849445)
736,762,C1103977,서울특별시 성동구 사근동길 6,대풍약국,02-2296-8899,2200,2200,2200,2200,2200,2200,2200.0,2200.0,900,900,900,900,900,900,1000.0,1400.0,47,62,127.04199914724526,37.56015458698922,2022-07-20 17:42:02.0,POINT (959549.6570252948 1951298.6204326602)
737,763,C1103077,서울특별시 관악구 원신길 2-1,대학당약국,02-878-7497,2130,2130,2130,2130,2130,2100,2200.0,2200.0,800,800,800,800,800,800,1000.0,1400.0,88,46,126.93306514097736,37.472020649056105,2022-07-20 17:42:02.0,POINT (949869.679258253 1941573.115825089)
738,764,C1108621,서울특별시 동대문구 안암로 158 1층 (제기동),대학솔약국,02-923-3338,2200,2200,2200,2200,2200,2200,2200.0,2200.0,1000,1000,1000,1000,1000,1000,1000.0,1000.0,24,73,127.03528951546971,37.58860870012046,2022-07-20 17:42:02.0,POINT (958972.676883805 1954458.3705128366)
739,765,C1103670,서울특별시 성북구 고려대로 89 (안암동5가),대학약국,02-924-1919,1850,1850,1850,1850,1850,1500,2200.0,2200.0,830,830,830,830,830,900,1000.0,1000.0,28,42,127.02917462842792,37.58646600394428,2022-07-20 17:42:02.0,POINT (958431.624660126 1954223.3370934343)
740,766,C1101271,서울특별시 종로구 창경궁로 160 12층 (원남동),대학약국,02-3672-3672,1830,1830,1830,1830,1830,1330,2200.0,2200.0,830,830,830,830,830,900,1000.0,1000.0,30,81,126.9975094786,37.5767028153,2022-07-20 17:42:02.0,POINT (955630.1503458517 1953154.6417278773)
741,767,C1109197,서울특별시 송파구 강동대로 57 1 2층 (풍납동),대학약국,02-473-0111,1830,1830,1830,1830,1830,1330,2200.0,2200.0,830,830,830,830,830,900,1000.0,1000.0,55,37,127.113945344419,37.5273747176543,2022-07-20 17:42:02.0,POINT (965888.9943227554 1947633.3546143416)
742,768,C1102742,서울특별시 구로구 구로동로 149-1 (구로동),대학약국,02-865-4910,1830,1830,1830,1830,1830,1300,2200.0,2200.0,900,900,900,900,900,900,1000.0,1000.0,83,9,126.8835075565,37.4919765546,2022-07-20 17:42:02.0,POINT (945502.0820307105 1943814.6367417984)
743,769,C1102413,서울특별시 동작구 흑석로 106 (흑석동),대학약국,02-815-6842,2030,2030,2030,2030,2030,1500,2200.0,2200.0,900,900,900,900,900,900,1000.0,1000.0,69,72,126.96137353398647,37.50799709840643,2022-07-20 17:42:02.0,POINT (952395.6615623966 1945549.7849126284)
744,770,C1108135,서울특별시 강동구 동남로 889 102호 (명일동),대학약국,02-426-2200,1830,1830,1830,1830,1830,1300,2200.0,2200.0,900,900,900,900,900,900,1000.0,1000.0,52,69,127.1559478535,37.5530550247,2022-07-20 17:42:02.0,POINT (969610.6875794707 1950468.0246516808)
745,771,C1108608,서울특별시 강서구 화곡로 152 CUBE152 (화곡동),대학약국,02-2603-0138,2100,2100,2100,2100,2100,1800,1400.0,2200.0,800,800,800,800,800,800,900.0,1000.0,77,15,126.838673936917,37.5408959485731,2022-07-20 17:42:02.0,POINT (941576.8979521183 1949268.8937056786)
746,772,C1101273,서울특별시 서대문구 연세로 37-1  (창천동),대학약국,02-323-0111,1900,1900,1900,1900,1900,1400,1400.0,2200.0,830,830,830,830,830,830,900.0,1000.0,37,88,126.9367466207852,37.55906242135207,2022-07-20 17:42:02.0,POINT (950253.024489124 1951227.9539064644)
747,773,C1101272,서울특별시 성동구 사근동길 4 (행당동),대학약국,02-2293-0554,1830,1830,1830,1830,1830,1230,1400.0,2200.0,900,900,900,900,900,900,900.0,1000.0,47,62,127.04158240195672,37.55996583141433,2022-07-20 17:42:02.0,POINT (959512.7480041682 1951277.8584435119)
748,774,C1104474,서울특별시 서대문구 홍은중앙로 100-1 (홍은동),대학온누리약국,02-3411-8776,1800,1800,1800,1800,1800,1230,1400.0,2200.0,900,900,900,900,900,900,900.0,1000.0,36,5,126.94864345755444,37.59940749209556,2022-07-20 17:42:02.0,POINT (951330.0403708617 1955697.8261449547)
749,775,C1101329,서울특별시 용산구 우사단로10길 42 (한남동),대한당약국,02-794-8056,1930,1930,1930,1930,1930,1800,1400.0,2200.0,830,830,830,830,830,830,900.0,1000.0,44,7,126.99802460529916,37.53303145929326,2022-07-20 17:42:02.0,POINT (955649.7622965807 1948309.28956431)
750,776,C1101330,서울특별시 성동구 동호로 102,대한약국,02-2233-1732,2100,2100,2100,2100,2100,1800,1400.0,2200.0,900,900,900,900,900,900,900.0,1000.0,47,24,127.01643642792862,37.54888018272197,2022-07-20 17:42:02.0,POINT (957285.5257574195 1950059.093818257)
751,777,C1102700,서울특별시 강동구 천호대로 1027 (천호동일동빌딩),대한약국,02-483-9165,2100,2100,2100,2100,2100,2100,1400.0,2200.0,900,900,900,900,900,900,900.0,1000.0,53,29,127.12639951124838,37.53812589333917,2022-07-20 17:42:02.0,POINT (966994.1616333498 1948821.6879303185)
752,778,C1107739,서울특별시 송파구 법원로11길 11 문정현대지식산업센터1-1 A동 101호 (문정동),대한약국,02-3400-0088,1900,1900,1900,1900,1900,2100,1400.0,2200.0,900,900,900,900,900,900,900.0,1000.0,58,36,127.1184395613,37.4847665594,2022-07-20 17:42:02.0,POINT (966266.9289912388 1942904.6403344474)
753,779,C1103876,서울특별시 중랑구 신내로16길 17 105호 (신내동),대한약국,02-3421-4200,1900,1900,1900,1900,1900,1330,1400.0,2200.0,840,840,840,840,840,840,900.0,1000.0,20,53,127.097179045,37.6141765117,2022-07-20 17:42:02.0,POINT (964448.8354775737 1957269.7648245287)
754,780,C1104729,서울특별시 금천구 금하로 711,대한약국,02-805-5011,1900,1900,1900,1900,1900,1500,1400.0,2200.0,900,900,900,900,900,900,900.0,1000.0,85,74,126.909049329098,37.45107959301067,2022-07-20 17:42:02.0,POINT (947731.5245139572 1939262.8971330775)
755,781,C1108568,서울특별시 종로구 대학로5길 57 12층 (연건동),대한약국,02-3676-1720,1900,1900,1900,1900,1900,1300,1400.0,2200.0,900,900,900,900,900,900,900.0,1000.0,30,82,127.00157135381772,37.57961484425514,2022-07-20 17:42:02.0,POINT (955990.5297783738 1953475.8068479286)
756,782,C1107756,서울특별시 중구 퇴계로 393-1 써니캐슬 1층 101호 (흥인동),대해약국,02-2268-4885,1800,1800,1800,1800,1800,1330,1400.0,2200.0,1000,1000,1000,1000,1000,1000,900.0,1000.0,45,69,126.99941141703704,37.56580800580576,2022-07-20 17:42:02.0,POINT (955791.6529509873 1951945.019693007)
757,783,C1101331,서울특별시 강서구 양천로 556 강서메디칼센터 105호 (등촌동),대현온누리약국,02-2668-2525,2030,2030,2030,2030,2030,1600,1400.0,1300.0,900,900,900,900,900,900,1000.0,900.0,75,50,126.86072904050002,37.557804305,2022-07-20 17:42:02.0,POINT (943538.075454933 1951131.3220580774)
758,784,C1101332,서울특별시 서대문구 북아현로 4 (북아현동),대형약국,02-312-0940,2100,2100,2100,2100,2100,1800,2000.0,1300.0,900,900,900,900,900,900,1000.0,900.0,37,58,126.9564314072202,37.55781353423048,2022-07-20 17:42:02.0,POINT (951990.8125719478 1951079.1592415925)
759,785,C1101333,서울특별시 노원구 한글비석로 384 대호프라자 317호 318호 (중계동),대호약국,02-939-8144,1900,1900,1900,1900,1900,1400,2000.0,1300.0,800,800,800,800,800,900,1000.0,900.0,16,62,127.07323940387522,37.6598088648154,2022-07-20 17:42:02.0,POINT (962359.0484561857 1962341.828210324)
760,786,C1101334,서울특별시 중구 동호로5길 22,대화약국,02-2238-1333,1900,1900,1900,1900,1900,1900,2000.0,1300.0,1000,1000,1000,1000,1000,1000,1000.0,900.0,45,96,127.0121004474984,37.55176021855026,2022-07-20 17:42:02.0,POINT (956904.1728317677 1950380.597246942)
761,787,C1102716,서울특별시 광진구 동일로 278 나성빌딩 1층 (군자동),대화약국,02-467-4542,1830,1830,1830,1830,1830,1500,2000.0,1300.0,900,900,900,900,900,900,1000.0,900.0,50,0,127.0721509840424,37.55616151000535,2022-07-20 17:42:02.0,POINT (962210.6447416022 1950843.0607750374)
762,788,C1101338,서울특별시 영등포구 국제금융로6길 33,대화약국,02-780-0809,2100,2100,2100,2100,2100,1500,2000.0,1300.0,1100,1100,1100,1100,1100,1100,1000.0,900.0,73,31,126.92713837292274,37.52078995648094,2022-07-20 17:42:02.0,POINT (949378.5404967862 1946986.9504645618)
