,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),판매점영업면적,geometry
688,3010000,PHMH320203010033087500014,20200724,,1,영업/정상,13,영업중,,,,,,,,서울특별시 중구 황학동 1205,서울특별시 중구 마장로 89 1층 (황학동),4574.0,(주)코리아세븐 중구황학동점,20200724174808,I,2020-07-26 00:23:15.0,,201682.714803667,451801.208127592,0.0,POINT (957341.6221474747 1952235.0536811147)
693,3010000,PHMH320123010033087500086,20121114,,4,취소/말소/만료/정지/중지,24,직권폐업,20180110.0,,,,070-4187-5497,,100861.0,서울특별시 중구 충무로2가 62번지 9호 1층,서울특별시 중구 퇴계로 139 1층 (충무로2가),4537.0,세븐일레븐 중구스카이점,20180110144813,I,2018-08-31 23:59:59.0,,198814.884440598,451003.686958642,0.0,POINT (954470.6813627535 1951453.1441522662)
694,3010000,PHMH320133010033087500012,20131125,,4,취소/말소/만료/정지/중지,24,직권폐업,20180110.0,,,,02-775-0234,,100845.0,서울특별시 중구 을지로2가 196번지 장원빌딩 1층,서울특별시 중구 을지로 56 1층 (을지로2가 장원빌딩),4534.0,세븐일레븐 명동채원점,20180110144852,I,2018-08-31 23:59:59.0,,198515.399763419,451515.109154277,0.0,POINT (954174.0427923631 1951965.960505943)
695,3010000,PHMH320173010033087500028,20170630,,4,취소/말소/만료/정지/중지,24,직권폐업,20181221.0,,,,02-779-8234,,,서울특별시 중구 명동2가 31번지 1호 4층,서울특별시 중구 명동8길 27 4층 (명동2가 엠 플라자),4536.0,(주)퍼시픽덕코퍼레이션,20181221120153,U,2018-12-23 02:40:00.0,,198619.38819773,451135.740279961,10.0,POINT (954275.966869689 1951586.1875652152)
696,3010000,PHMH320173010033087500035,20170816,,4,취소/말소/만료/정지/중지,24,직권폐업,20181221.0,,,,02-779-5487,,,서울특별시 중구 무교동 96번지 1층,서울특별시 중구 청계천로 8 1층 (무교동),4520.0,주식회사 퍼시픽덕코퍼레이션,20181221120241,U,2018-12-23 02:40:00.0,,198007.312899736,451837.180272831,0.0,POINT (953667.8749568058 1952290.6137131853)
697,3010000,PHMH320123010033087500072,20121115,,4,취소/말소/만료/정지/중지,24,직권폐업,20180110.0,,,,02-310-9868,,100802.0,서울특별시 중구 남대문로5가 217번지,서울특별시 중구 세종대로2길 11 (남대문로5가),4527.0,GS25 중구연세점,20180110144943,I,2018-08-31 23:59:59.0,,197650.536452677,450594.257966025,0.0,POINT (953304.6115495275 1951050.0860394896)
698,3010000,PHMH320163010033087500036,20160927,,4,취소/말소/만료/정지/중지,24,직권폐업,20180110.0,,,,02-2231-8914,,,서울특별시 중구 무학동 31번지,서울특별시 중구 퇴계로76길 31 (무학동),4611.0,씨유 신당떡볶이점,20180110144728,I,2018-08-31 23:59:59.0,,201290.273538565,451279.926652285,0.0,POINT (956946.5577747829 1951716.0735381106)
699,3010000,PHMH320163010033087500044,20161116,,4,취소/말소/만료/정지/중지,24,직권폐업,20181221.0,,,,02-2235-4360,,,서울특별시 중구 신당동 292번지 174호 1층,서울특별시 중구 다산로 201-2 1층 (신당동),4610.0,씨유 청구으뜸점,20181221120102,U,2018-12-23 02:40:00.0,,201184.307552975,451008.030855885,0.0,POINT (956839.1842151951 1951444.8514579087)
700,3010000,PHMH320123010033087500128,20121109,,4,취소/말소/만료/정지/중지,24,직권폐업,20191230.0,,,,02-2273-1306,,100015.0,서울특별시 중구 충무로5가 85번지 4호,서울특별시 중구 서애로 12 (충무로5가),4624.0,미니스톱 동대후문점,20191231104700,U,2020-01-02 02:40:00.0,,199754.130479101,450998.28079708,40.0,POINT (955409.5253274755 1951442.7316361214)
701,3010000,PHMH320123010033087500082,20121115,,4,취소/말소/만료/정지/중지,24,직권폐업,20191230.0,,,,02-2266-6655,,100866.0,서울특별시 중구 필동1가 32번지 7호 아성빌딩 1층,서울특별시 중구 퇴계로34길 16 1층 (필동1가 아성빌딩),4627.0,세븐일레븐 한옥마을점,20191231104500,U,2020-01-02 02:40:00.0,,199328.884543627,450884.640605162,27.0,POINT (954983.8425227937 1951331.4042245953)
702,3010000,PHMH320133010033087500009,20131017,,4,취소/말소/만료/정지/중지,24,직권폐업,20181112.0,,,,02-2261-1982,,100230.0,서울특별시 중구 수표동 56번지 12호,서울특별시 중구 을지로9길 16 (수표동),4542.0,GS25중구수표점,20181114093015,U,2018-11-16 02:35:51.0,,198916.265218099,451636.075556878,0.0,POINT (954575.3943179987 1952084.7410450056)
703,3010000,PHMH320143010033087500003,20140218,,4,취소/말소/만료/정지/중지,24,직권폐업,20191230.0,,,,02-776-6098,,100070.0,서울특별시 중구 소공동 112번지 6호,서울특별시 중구 세종대로18길 36 (소공동),4531.0,씨유 소공프라자점,20191231104201,U,2020-01-02 02:40:00.0,,198081.615572486,451274.465297044,0.0,POINT (953739.1471860562 1951727.7253730157)
704,3010000,PHMH320133010033087500019,20130122,,4,취소/말소/만료/정지/중지,24,직권폐업,20150803.0,,,,02-2020-4010,,100846.0,서울특별시 중구 을지로3가 95번지 7호,서울특별시 중구 충무로9길 20 (을지로3가),4543.0,(주)써튼명동,20150804142556,I,2018-08-31 23:59:59.0,,199172.465802722,451638.530759379,0.0,POINT (954831.506249122 1952085.8289114034)
705,3010000,PHMH320173010033087500018,20170426,,1,영업/정상,13,영업중,,,,,,,,,서울특별시 중구 필동로1길 18 1층 (필동3가 잇팩빌딩),4622.0,세븐일레븐 동국대신공학관점,20200805141158,U,2020-08-07 02:40:00.0,,199671.377606506,450684.851856115,5.0,POINT (955325.1340837005 1951129.8686749982)
706,3010000,PHMH320143010033087500016,20141023,,1,영업/정상,13,영업중,,,,,02-2268-1575,,100196.0,서울특별시 중구 을지로6가 23번지 타임캐슬오피스텔 101호,서울특별시 중구 을지로 254 101호 (을지로6가 타임캐슬오피스텔),4561.0,GS25동대문패션,20141023180918,I,2018-08-31 23:59:59.0,,200488.771189305,451524.878308043,0.0,POINT (956146.6816353987 1951965.2017216492)
707,3010000,PHMH320123010033087500025,20121116,,1,영업/정상,13,영업중,,,,,02-754-4870,,,서울특별시 중구 다동 92번지 다동빌딩 1층 101호,서울특별시 중구 다동길 46 (다동),4522.0,(주)코리아세븐 무교3호점,20160526201750,I,2018-08-31 23:59:59.0,,198345.02215434,451737.693394501,0.0,POINT (954004.9198128796 1952189.3651363836)
708,3010000,PHMH320123010033087500027,20121204,,1,영업/정상,13,영업중,,,,,02-365-2382,,100859.0,서울특별시 중구 중림동 325번지 1호,서울특별시 중구 중림로 40 (중림동),4502.0,씨유 중림중앙점,20131108171320,I,2018-08-31 23:59:59.0,,197047.239390501,450600.90854478,0.0,POINT (952701.5884177124 1951059.9508124378)
709,3010000,PHMH320123010033087500030,20121129,,1,영업/정상,13,영업중,,,,,02-2233-6380,,,서울특별시 중구 신당동 62번지 95호,서울특별시 중구 다산로36가길 16 (신당동),4584.0,씨유 파크힐링점,20171214085522,I,2018-08-31 23:59:59.0,,201651.672204443,450978.98774701,0.0,POINT (957306.2071872958 1951413.3277740323)
710,3010000,PHMH320163010033087500031,20160809,,1,영업/정상,13,영업중,,,,,02-2235-1688,,,서울특별시 중구 신당동 336번지 3호,서울특별시 중구 다산로 175 1층 (신당동 명덕빌딩),4608.0,씨유 청구대로점,20161123102211,I,2018-08-31 23:59:59.0,,201064.963697104,450779.720971036,0.0,POINT (956718.6706021605 1951217.2691507859)
711,3010000,PHMH320163010033087500033,20160824,,1,영업/정상,13,영업중,,,,,02-2265-1114,,,서울특별시 중구 충무로5가 36번지 2호 충무로 엘크루메트로시티Ⅱ 108호,서울특별시 중구 퇴계로49길 14 108호 (충무로5가 충무로엘크루메트로시티Ⅱ),4559.0,씨유 충무로엘크루점,20160826103230,I,2018-08-31 23:59:59.0,,199926.293186604,451234.452170761,33.0,POINT (955582.8789196779 1951677.8909275678)
712,3010000,PHMH320163010033087500034,20160906,,1,영업/정상,13,영업중,,,,,1577-0711,,,서울특별시 중구 수표동 56번지 1호,서울특별시 중구 수표로 65 1층 (수표동 하나은행),4542.0,(주)코리아세븐 청계을지로3가점,20160907105205,I,2018-08-31 23:59:59.0,,198994.634641641,451642.776625769,158.0,POINT (954653.7683634412 1952091.0214952028)
713,3010000,PHMH320123010033087500118,20121112,,1,영업/정상,13,영업중,,,,,02-2238-9996,,100831.0,서울특별시 중구 신당동 52번지 299호 1층,서울특별시 중구 다산로40길 14 1층 (신당동),4585.0,씨유 신당6동점,20200731164044,U,2020-08-02 02:40:00.0,,201411.562664901,451280.030092226,0.0,POINT (957067.7989807131 1951715.5301339657)
714,3010000,PHMH320123010033087500119,20121112,,1,영업/정상,13,영업중,,,,,02-2268-5654,,100856.0,서울특별시 중구 장충동2가 193번지 87호 지하1층,서울특별시 중구 동호로25길 15 지하1층 (장충동2가),4618.0,GS25 동국타운점,20190725135328,U,2019-07-27 02:40:00.0,,200119.236281495,450706.647845158,0.0,POINT (955772.9307091566 1951149.2679470011)
715,3010000,PHMH320123010033087500121,20121112,,1,영업/정상,13,영업중,,,,,02-2233-3946,,100886.0,서울특별시 중구 신당동 204번지 1호 골든타운 1층 11-1 12 12-1호,서울특별시 중구 마장로 34 1층 (신당동 골든타운),4566.0,가브리엘물산(주) 동대문쇼핑타운지점,20131129173804,I,2018-08-31 23:59:59.0,,201128.17261568,451720.778897193,0.0,POINT (956786.8726651451 1952157.6141197577)
716,3010000,PHMH320123010033087500035,20121121,,1,영업/정상,13,영업중,,,,,02-2274-5556,,,서울특별시 중구 을지로5가 76번지 2호 1층,서울특별시 중구 을지로 230 1층 (을지로5가),4561.0,GS25 을지스타파크,20190829101830,U,2019-08-31 02:40:00.0,,200247.844800382,451588.153488459,0.0,POINT (955906.1887244033 1952029.7365516368)
717,3010000,PHMH320123010033087500001,20121116,,1,영업/정상,13,영업중,,,,,,,100180.0,서울특별시 중구 다동 155번지 1층 109호,서울특별시 중구 남대문로9길 40 1층 109호 (다동),4522.0,(주)코리아세븐 무교YG타워점,20160527090831,I,2018-08-31 23:59:59.0,,198193.534402364,451650.955791238,0.0,POINT (953853.029502228 1952103.4698339533)
718,3010000,PHMH320123010033087500003,20121116,,1,영업/정상,13,영업중,,,,,02-318-6891,,,서울특별시 중구 회현동1가 206번지 회현SK리더스뷰 102호,서울특별시 중구 퇴계로 72 (회현동1가 회현SK리더스뷰),4632.0,(주)코리아세븐 회현SK점,20160527091305,I,2018-08-31 23:59:59.0,,198219.475276246,450761.443791768,49.5,POINT (953874.2165813737 1951214.1719976466)
719,3010000,PHMH320153010033087500008,20150213,,1,영업/정상,13,영업중,,,,,,,100845.0,서울특별시 중구 을지로2가 195번지 3호 한양빌딩 103호,서울특별시 중구 명동9길 23 103호 (을지로2가 한양빌딩),4534.0,(주)코리아세븐 명동본점,20150213095359,I,2018-08-31 23:59:59.0,,198560.694554378,451400.785003747,0.0,POINT (954218.7099310801 1951851.4401455254)
720,3010000,PHMH320123010033087500098,20121113,,1,영업/정상,13,영업중,,,,,02-2263-5288,,100855.0,서울특별시 중구 장충동2가 42번지 2호,서울특별시 중구 동호로30길 43 (장충동2가),4616.0,GS25 장충점,20131128132658,I,2018-08-31 23:59:59.0,,200405.620999647,450993.049875901,0.0,POINT (956060.728496318 1951434.0287574905)
721,3010000,PHMH320123010033087500100,20121113,,1,영업/정상,13,영업중,,,,,02-779-1797,,100011.0,서울특별시 중구 충무로1가 24번지 41호,서울특별시 중구 퇴계로 105 (충무로1가),4536.0,씨유 중구명동점,20131128140809,I,2018-08-31 23:59:59.0,,198469.397197435,450954.466079693,0.0,POINT (954125.0687023611 1951405.7850990465)
722,3060000,PHMH320213060034087500032,20211117,,1,영업/정상,13,영업중,,,,,,,,서울특별시 중랑구 망우동 0 신내역 힐데스하임 참좋은아파트,서울특별시 중랑구 봉화산로 301 신내역힐데스하임점동 1층 12호 (망우동 신내역 힐데스하임 참좋은아파트),2057.0,씨유 신내힐데스하임점,20220425132144,U,2021-12-03 22:07:00.0,,,,,POINT EMPTY
723,3010000,PHMH320183010033087500011,20180405,,1,영업/정상,13,영업중,,,,,02-392-6610,,,서울특별시 중구 만리동2가 10번지 1호 8호,서울특별시 중구 만리재로 177 서울역한라비발디 센트럴단지내상가 8호 (만리동2가),4501.0,씨유 서울역 한라비발디점,20180409143528,I,2018-08-31 23:59:59.0,,196964.067595592,450386.128607416,47.41,POINT (952617.3042678845 1950845.6991744405)
724,3010000,PHMH320153010033087500036,20151027,,1,영업/정상,13,영업중,,,,,,,,서울특별시 중구 을지로2가 101번지 28호,서울특별시 중구 을지로9길 8 1층 (을지로2가 봉산빌딩),4542.0,GS25을지2가장교점,20151028091328,I,2018-08-31 23:59:59.0,,198914.045047277,451592.009911991,0.0,POINT (954572.940020018 1952040.7047373822)
725,3010000,PHMH320153010033087500038,20151102,,1,영업/정상,13,영업중,,,,,02-2273-4634,,,서울특별시 중구 저동2가 88번지 13호,서울특별시 중구 마른내로 8 1층 (저동2가),4552.0,씨유(CU)을지로백병원점,20151103093740,I,2018-08-31 23:59:59.0,,198935.95781469,451359.22765143,0.0,POINT (954593.6026609654 1951807.8980468474)
726,3010000,PHMH320133010033087500039,20130722,,1,영업/정상,13,영업중,,,,,02-2272-0457,,100861.0,서울특별시 중구 충무로2가 53번지 9호,서울특별시 중구 삼일대로 300 (충무로2가),4553.0,이마트24 충무로앰버서더호텔점,20180910093632,U,2018-09-10 23:59:59.0,,198991.784113176,451028.699087442,0.0,POINT (954647.6441877984 1951477.2030335083)
727,3010000,PHMH320133010033087500040,20130801,,1,영업/정상,13,영업중,,,,,02-318-6794,,100120.0,서울특별시 중구 정동 27번지 12호,서울특별시 중구 정동길 10 (정동),4516.0,씨유 중구정동길점,20131211100755,I,2018-08-31 23:59:59.0,,197252.020075515,451688.94117805,0.0,POINT (952912.090321341 1952146.4615001692)
728,3010000,PHMH320143010033087500004,20140221,,1,영업/정상,13,영업중,,,,,02-2275-7369,,100856.0,서울특별시 중구 장충동2가 193번지 116호,서울특별시 중구 동호로25길 27 (장충동2가),4618.0,씨유 동국대원룸점,20140224103952,I,2018-08-31 23:59:59.0,,200056.121319208,450734.610752234,0.0,POINT (955709.9899852799 1951177.5562544768)
729,3010000,PHMH320133010033087500014,20130104,,1,영업/정상,13,영업중,,,,,02-319-7110,,100874.0,서울특별시 중구 회현동1가 190번지,서울특별시 중구 퇴계로 70 (회현동1가),4634.0,씨유 중구회현점,20131209171141,I,2018-08-31 23:59:59.0,,198151.639472996,450770.11041651,0.0,POINT (953806.4538664515 1951223.1969048851)
730,3010000,PHMH320143010033087500007,20140320,,1,영업/정상,13,영업중,,,,,02-2285-6579,,100272.0,서울특별시 중구 필동2가 49번지,서울특별시 중구 퇴계로44길 8 (필동2가),4624.0,이마트24 동대사랑점,20171109161936,I,2018-08-31 23:59:59.0,,199681.972671745,451027.016753693,46.28,POINT (955337.5494626673 1951471.8409378447)
731,3010000,PHMH320143010033087500010,20140630,,1,영업/정상,13,영업중,,,,,02-2275-5559,,,서울특별시 중구 을지로5가 275-5,서울특별시 중구 동호로 352 101호 (을지로5가),4561.0,지에스25 을지스타시티점,20211217152250,U,2021-12-19 02:40:00.0,,200171.012558601,451488.661607815,0.0,POINT (955828.8564988304 1951930.6940644688)
732,3010000,PHMH320163010033087500038,20161006,,1,영업/정상,13,영업중,,,,,,,,서울특별시 중구 신당동 387번지 3호,서울특별시 중구 청구로 94 1층 (신당동 삼진빌딩),4610.0,씨유 청구역점,20161007090159,I,2018-08-31 23:59:59.0,,200996.679771766,450968.83018883,0.0,POINT (956651.4223288428 1951406.6669588166)
733,3010000,PHMH320123010033087500103,20121113,,1,영업/정상,13,영업중,,,,,02-431-4646,,100826.0,서울특별시 중구 신당동 347번지 332호,서울특별시 중구 다산로14길 18 (신당동),4590.0,씨유 중구약수점,20210615134453,U,2021-06-17 02:40:00.0,,201022.124535395,450386.244807927,0.0,POINT (956673.7505370871 1950824.1785419506)
734,3010000,PHMH320123010033087500104,20121113,,1,영업/정상,13,영업중,,,,,02-2253-4448,,100826.0,서울특별시 중구 신당동 340번지 77호,서울특별시 중구 다산로 156 (신당동),4590.0,GS25 신당중앙,20131129082211,I,2018-08-31 23:59:59.0,,201032.743203349,450590.36347365,0.0,POINT (956685.4533018678 1951028.159078393)
735,3010000,PHMH320123010033087500105,20121113,,1,영업/정상,13,영업중,,,,,02-2285-2353,,100380.0,서울특별시 중구 묵정동 29번지 23호 동국빌딩 1층,서울특별시 중구 서애로1길 35 1층 (묵정동 동국빌딩),4619.0,GS25 동대후문점,20131129082503,I,2018-08-31 23:59:59.0,,199933.154169174,450973.073969283,0.0,POINT (955588.3433527983 1951416.5802082412)
736,3010000,PHMH320153010033087500010,20150401,,1,영업/정상,13,영업중,,,,,02-2235-1919,,100834.0,서울특별시 중구 신당동 377번지 16호,서울특별시 중구 청구로17길 74 (신당동),4607.0,지에스25 신당장충,20200501133606,U,2020-05-03 02:40:00.0,,200914.738014771,450643.855348913,0.0,POINT (956567.780442903 1951082.2588016463)
737,3010000,PHMH320153010033087500012,20150409,,1,영업/정상,13,영업중,,,,,,,100879.0,서울특별시 중구 흥인동 13번지 1호 두산위브더제니스 1동 112호,서울특별시 중구 다산로46길 17 1동 112호 (흥인동 두산위브더제니스),4570.0,(주)에스엔유통 신당제니스점,20151118150849,I,2018-08-31 23:59:59.0,,201442.039019479,451619.845549151,0.0,POINT (957100.0753614905 1952055.047208731)
738,3010000,PHMH320153010033087500014,20150415,,1,영업/정상,13,영업중,,,,,,,100810.0,서울특별시 중구 명동2가 86번지 1층,서울특별시 중구 남대문로 68 1층 (명동2가),4535.0,(주)코리아세븐 중국대사관점,20150415110912,I,2018-08-31 23:59:59.0,,198358.566988241,451204.171702321,0.0,POINT (954015.6140052415 1951655.9827222396)
739,3010000,PHMH320153010033087500026,20150723,,1,영업/정상,13,영업중,,,,,02-2231-1850,,100754.0,서울특별시 중구 신당동 844번지 남산타운아파트 6상가동 108호,서울특별시 중구 다산로 32 6상가동 1층 108호 (신당동 남산타운아파트),4595.0,GS25중구남산타운점,20150723183801,I,2018-08-31 23:59:59.0,,200750.455125653,449638.824308081,0.0,POINT (956398.2047803064 1950078.504760984)
740,3010000,PHMH320153010033087500015,20150416,,1,영업/정상,13,영업중,,,,,02-318-5410,,100102.0,서울특별시 중구 태평로2가 362번지 1호,서울특별시 중구 세종대로 89 (태평로2가),4515.0,지에스25덕수점(GS25덕수점),20150416180822,I,2018-08-31 23:59:59.0,,197853.343639727,451355.334644857,0.0,POINT (953511.3969038907 1951809.7800320932)
741,3010000,PHMH320153010033087500016,20150420,,1,영업/정상,13,영업중,,,,,,,100412.0,서울특별시 중구 광희동2가 246번지 2호,서울특별시 중구 퇴계로 330-1 (광희동2가),4614.0,세븐일레븐 광희이비스점,20150420182715,I,2018-08-31 23:59:59.0,,200668.428667544,451319.236214802,0.0,POINT (956325.1707957432 1951758.68355587)
742,3010000,PHMH320153010033087500019,20150609,,1,영업/정상,13,영업중,,,,,02-2231-5971,,100824.0,서울특별시 중구 신당동 294번지 47호 1층,서울특별시 중구 다산로28길 7 1층 (신당동),4589.0,씨유 신당청구점,20150610090257,I,2018-08-31 23:59:59.0,,201181.32412051,450840.973113225,0.0,POINT (956835.3111636362 1951277.8763656798)
743,3010000,PHMH320153010033087500021,20150706,,1,영업/정상,13,영업중,,,,,,,100871.0,서울특별시 중구 황학동 1636번지 지하1층,서울특별시 중구 난계로17길 22 지하1층 (황학동),4573.0,지에스25 중구황학점,20150706190909,I,2018-08-31 23:59:59.0,,201887.016026142,451912.395606815,0.0,POINT (957546.4346265312 1952345.1070541244)
744,3010000,PHMH320183010033087500036,20181207,,1,영업/정상,13,영업중,,,,,,,,서울특별시 중구 예장동 1번지 142호,서울특별시 중구 필동로8길 50-16 1층 (예장동),4626.0,세븐일레븐 중구예장점,20181207090020,I,2018-12-09 02:20:10.0,,199442.46351637,450413.897715029,0.0,POINT (955094.8663059042 1950860.2428670402)
745,3010000,PHMH320213010033087500001,20210104,,1,영업/정상,13,영업중,,,,,,,,서울특별시 중구 충무로4가 132-3,서울특별시 중구 퇴계로 209 1층 (충무로4가),4557.0,(주)코리아세븐 충무퇴계점,20210104152200,I,2021-01-06 00:23:05.0,,199495.153221359,451041.976434801,0.0,POINT (955150.8840866091 1951487.7908834452)
746,3010000,PHMH320203010033087500023,20201123,,1,영업/정상,13,영업중,,,,,,,,서울특별시 중구 신당동 290-207,서울특별시 중구 다산로34길 23 1층 (신당동),4586.0,씨유 신당다산로점,20201124163813,I,2020-11-26 00:23:07.0,,201356.052985242,451051.861878596,0.0,POINT (957011.0947544042 1951487.7491388856)
747,3010000,PHMH320123010033087500071,20121115,,1,영업/정상,13,영업중,,,,,02-2273-1229,,100195.0,서울특별시 중구 을지로5가 77번지 2호 외7필지 대성을지로오피스텔 1층 101호,서울특별시 중구 을지로 228 1층 101호 (을지로5가 대성을지로오피스텔),4561.0,씨유 을지로코업점,20131127151620,I,2018-08-31 23:59:59.0,,200224.815166574,451582.627103843,0.0,POINT (955883.138793692 1952024.335188347)
748,3010000,PHMH320123010033087500073,20121115,,1,영업/정상,13,영업중,,,,,02-2274-7110,,100015.0,서울특별시 중구 충무로5가 22번지 5호 103호,서울특별시 중구 마른내로12길 7-4 103호 (충무로5가),4559.0,7-11 현대레지던스점,20131127153915,I,2018-08-31 23:59:59.0,,199995.946197698,451285.600689181,0.0,POINT (955652.7769617083 1951728.6476376695)
749,3010000,PHMH320123010033087500039,20121116,,1,영업/정상,13,영업중,,,,,02-2274-4345,,100013.0,서울특별시 중구 충무로3가 57번지 5호 스타빌딩 1층,서울특별시 중구 수표로2길 29 1층 (충무로3가 스타빌딩),4554.0,씨유 충무로점,20131108180739,I,2018-08-31 23:59:59.0,,199235.338949436,451113.148084908,0.0,POINT (954891.5526118202 1951560.3197135308)
750,3010000,PHMH320123010033087500043,20121114,,1,영업/정상,13,영업중,,,,,02-3406-9440,,100032.0,서울특별시 중구 저동2가 78번지 외 13필지 을지비즈센터 1층 101호,서울특별시 중구 수표로 45 1층 101호 (저동2가 을지비즈센터),4551.0,씨유 을지로비즈센터점,20131126110826,I,2018-08-31 23:59:59.0,,199018.466688723,451463.482685622,0.0,POINT (954676.6347581367 1951911.6716651998)
944,3010000,PHMH320203010033087500001,20200107,,2,휴업,2,휴업,,20211012.0,20221011.0,,02-2254-2237,,,서울특별시 중구 장충동2가 200번지 102호 장충체육관 1층,서울특별시 중구 동호로 241 장충체육관 1층 (장충동2가),4605.0,(주)비지에프리테일중구장충체육관1호점,20211012172638,U,2021-10-14 02:40:00.0,,200532.882476516,450653.684499881,0.0,POINT (956186.1296541238 1951094.1201076582)
1008,3020000,PHMH320213020033087500011,20210511,,1,영업/정상,13,영업중,,,,,,,,서울특별시 용산구 한강로2가 426 용산 베르디움 프렌즈,서울특별시 용산구 백범로99길 40 102동 1층 101 102호 (한강로2가 용산 베르디움 프렌즈),4375.0,이마트24R 용산트리스퀘어점,20210513104545,I,2021-05-15 00:22:56.0,,197426.552039789,448211.513421447,113.0,POINT (953068.0138486904 1948669.4779291737)
1009,3020000,PHMH320183020033087500017,20180920,,1,영업/정상,13,영업중,,,,,,,,,서울특별시 용산구 두텁바위로 75 1층 (후암동),4336.0,씨유 용산후암점,20180927151704,U,2018-09-27 23:59:59.0,,198207.867950751,449356.302089952,,POINT (953855.1223834842 1949809.6489925152)
1010,3020000,PHMH320203020033087500012,20201021,,1,영업/정상,13,영업중,,,,,,,,서울특별시 용산구 한강로3가 63-70,서울특별시 용산구 서빙고로 17 용산센트럴파크 해링턴스퀘어 상가(104)동 1층 (한강로3가),4387.0,세븐일레븐 용산해링턴파크점,20201026104037,U,2020-10-28 02:40:00.0,,197071.403205622,447073.62284187,73.0,POINT (952706.9416746628 1947533.929549325)
1011,3020000,PHMH320203020033087500013,20201021,,1,영업/정상,13,영업중,,,,,,,,서울특별시 용산구 한강로3가 63-70,서울특별시 용산구 서빙고로 17 용산센트럴파크 해링턴스퀘어 상가(105)동 2223호 (한강로3가),4387.0,세븐일레븐 용산해링턴스퀘어점,20201026104433,U,2020-10-28 02:40:00.0,,197071.403205622,447073.62284187,83.0,POINT (952706.9416746628 1947533.929549325)
1012,3020000,PHMH320203020033087500010,20201015,,1,영업/정상,13,영업중,,,,,,,,서울특별시 용산구 동자동 56 트윈시티 남산,서울특별시 용산구 한강대로 366 트윈시티 남산 지하1층 B07호 (동자동),4323.0,씨유트윈씨티남산타워점,20201020101543,I,2020-10-22 00:23:10.0,,197525.407310462,449844.319841559,181.0,POINT (953175.5334864481 1950301.111729254)
1013,3020000,PHMH320203020033087500011,20201019,,1,영업/정상,13,영업중,,,,,,,,서울특별시 용산구 원효로2가 96-1,서울특별시 용산구 새창로 146 1층 (원효로2가),4366.0,지에스25(GS25)원효타운점,20201020101934,I,2020-10-22 00:23:10.0,,196557.682702991,448041.810074053,181.0,POINT (952198.5831591993 1948504.4721436708)
1014,3020000,PHMH320203020033087500009,20201014,,1,영업/정상,13,영업중,,,,,,,,,서울특별시 용산구 청파로 112 15동 1층 가열 28호 (한강로3가),4371.0,지에스이십오(GS25) 용산전자회관점,20201014151646,I,2020-10-16 00:23:10.0,,196727.535753619,447868.128308607,41.39,POINT (952367.4436230841 1948329.9537156378)
1015,3020000,PHMH320213020033087500003,20210305,,1,영업/정상,13,영업중,,,,,,,,,서울특별시 용산구 청파로47나길 35 1층 (청파동2가),4307.0,(주)코리아세븐 숙대사랑점,20210305103636,I,2021-03-07 00:23:00.0,,197049.751256177,449354.174176739,60.84,POINT (952697.4524452668 1949813.6955121104)
1016,3020000,PHMH320213020033087500002,20210223,,1,영업/정상,13,영업중,,,,,,,,서울특별시 용산구 원효로2가 77-10,서울특별시 용산구 원효로 189-31 1층 (원효로2가),4364.0,지에스25 효창중앙점,20210223160018,I,2021-02-25 00:23:01.0,,196697.277926875,448309.494895292,55.7,POINT (952339.549934757 1948771.307395554)
1017,3020000,PHMH320213020033087500005,20210315,,1,영업/정상,13,영업중,,,,,,,,서울특별시 용산구 한남동 644-10 광창빌딩,서울특별시 용산구 대사관로 56 1층 (한남동),4402.0,세븐일레븐 한남순천향병원점,20210315145024,I,2021-03-17 00:22:59.0,,200299.87733922,447889.831561119,50.0,POINT (955938.484474978 1948332.6110213413)
1018,3020000,PHMH320213020033087500007,20210324,,1,영업/정상,13,영업중,,,,,02-795-8982,,,서울특별시 용산구 서빙고동 170-1,서울특별시 용산구 녹사평대로11길 40 1층 (서빙고동),4384.0,씨유 용산서빙고점,20210324102336,I,2021-03-26 00:22:59.0,,199351.195916825,446591.724498553,26.4,POINT (954983.2637353316 1947040.0754879327)
1019,3020000,PHMH320213020033087500006,20210322,,1,영업/정상,13,영업중,,,,,,,,,서울특별시 용산구 청파로 359 (서계동),4303.0,씨유 용산승리점,20210322143755,I,2021-03-24 00:23:10.0,,197206.229846739,449925.404975009,66.0,POINT (952856.9144763266 1950383.8664361131)
1020,3020000,PHMH320213020033087500008,20210421,,1,영업/정상,13,영업중,,,,,,,,서울특별시 용산구 후암동 105-124,서울특별시 용산구 후암로 23-1 1층 (후암동),4332.0,지에스25 후암사랑점,20210422100534,I,2021-04-24 00:22:57.0,,197963.766166909,449528.48631004,56.2,POINT (953612.0351573084 1949983.0662657102)
