행정시,업소명,소재지,전화번호,데이터기준일자
서귀포시,제주해안휴양펜션,제주특별자치도 서귀포시 안덕면 사계남로 89,064-794-1886,2020-01-02
서귀포시,그랑부르,제주특별자치도 서귀포시 안덕면 사계남로153번길 10,064-792-5567,2020-01-02
서귀포시,유니콘,제주특별자치도 서귀포시 안덕면 사계남로153번길 16,064-792-3013,2020-01-02
서귀포시,오션하우스,제주특별자치도 서귀포시 안덕면 사계남로216번길 42,064-794-4541,2020-01-02
서귀포시,바다스케치,제주특별자치도 서귀포시 안덕면 사계남로216번길 52,064-794-0030,2020-01-02
서귀포시,엠제이(MJ)펜션,제주특별자치도 서귀포시 안덕면 사계로 155,064-792-6661,2020-01-02
서귀포시,로하스펜션,제주특별자치도 서귀포시 안덕면 사계로 62,064-794-2288,2020-01-02
서귀포시,제주산방산황토펜션,제주특별자치도 서귀포시 안덕면 사계로 62-1,,2020-01-02
서귀포시,산방산 애 다온빌,제주특별자치도 서귀포시 안덕면 사계로114번길 53-19,064-794-0059,2020-01-02
서귀포시,산방산 애 하늘내린빌,제주특별자치도 서귀포시 안덕면 사계로114번길 53-21,064-794-0040,2020-01-02
서귀포시,산방산 애 누루빌,제주특별자치도 서귀포시 안덕면 사계로114번길 53-23,064-794-0040,2020-01-02
서귀포시,스테이숲이되는시간,제주특별자치도 서귀포시 안덕면 사계로114번길 54-102,,2020-01-02
서귀포시,아리하우스,제주특별자치도 서귀포시 안덕면 사계로114번길 54-93,064-792-7878,2020-01-02
서귀포시,미르빌힐링타운,제주특별자치도 서귀포시 안덕면 사계로114번길 84,064-792-2994,2020-01-02
서귀포시,미르빌,제주특별자치도 서귀포시 안덕면 사계로114번길 89,064-792-2918,2020-01-02
서귀포시,K두빛나래리조트,제주특별자치도 서귀포시 안덕면 사계북로 107,064-792-0045,2020-01-02
서귀포시,J두빛나래 리조트,제주특별자치도 서귀포시 안덕면 사계북로 109,064-792-0045,2020-01-02
서귀포시,루시드엠,제주특별자치도 서귀포시 안덕면 사계북로 120,064-794-1690,2020-01-02
서귀포시,해담은 제주스파빌,제주특별자치도 서귀포시 안덕면 사계북로 157-15,064-792-4200,2020-01-02
서귀포시,뫼담은 제주스파빌,제주특별자치도 서귀포시 안덕면 사계북로 157-17,064-792-4200,2020-01-02
서귀포시,더머뭄 휴양펜션,제주특별자치도 서귀포시 안덕면 사계북로 157-20,064-794-6006,2020-01-02
서귀포시,오션힐스테이,제주특별자치도 서귀포시 안덕면 사계북로 208,064-792-0102,2020-01-02
서귀포시,나르샤호스텔,제주특별자치도 서귀포시 안덕면 사계북로 52,064-792-8522,2020-01-02
서귀포시,하늘조각휴양펜션,제주특별자치도 서귀포시 안덕면 사계북로 75,064-792-6161,2020-01-02
서귀포시,연암재1,제주특별자치도 서귀포시 안덕면 사계북로 76,,2020-01-02
서귀포시,연암재2,제주특별자치도 서귀포시 안덕면 사계북로 78,,2020-01-02
서귀포시,산방산에 펜션,제주특별자치도 서귀포시 안덕면 사계북로41번길 151,064-794-3100,2020-01-02
서귀포시,산방산온천 게스트하우스,제주특별자치도 서귀포시 안덕면 사계북로41번길 192,064-792-2756,2020-01-02
서귀포시,쉘스토리,제주특별자치도 서귀포시 안덕면 사계북로41번길 30,064-792-5060,2020-01-02
서귀포시,스토리,제주특별자치도 서귀포시 안덕면 사계북로41번길 32,064-792-5060,2020-01-02
서귀포시,콤마앤리조트,제주특별자치도 서귀포시 안덕면 사계중앙로3번길 22,064-903-1177,2020-01-02
서귀포시,루체빌리조트,제주특별자치도 서귀포시 안덕면 산록남로 786,064-805-0114,2020-01-02
서귀포시,포도호텔,제주특별자치도 서귀포시 안덕면 산록남로 863,064-793-7000,2020-01-02
서귀포시,디 아넥스,제주특별자치도 서귀포시 안덕면 산록남로762번길 71,064-792-5200,2020-01-02
서귀포시,테디벨리리조트 휴양콘도미니엄,제주특별자치도 서귀포시 안덕면 서광동로34번길 204,064-793-6801,2020-01-02
서귀포시,더살다,제주특별자치도 서귀포시 안덕면 서광서문로 15-31,,2020-01-02
서귀포시,아로마리조트제주타운,제주특별자치도 서귀포시 안덕면 신화역사로1097번길 178,064-792-8888,2020-01-02
서귀포시,제주신화빌라스,제주특별자치도 서귀포시 안덕면 신화역사로304번길 139,064-760-8230,2020-01-02
서귀포시,제주신화월드호텔앤리조트,제주특별자치도 서귀포시 안덕면 신화역사로304번길 38,064-908-3324,2020-01-02
서귀포시,담모라,제주특별자치도 서귀포시 안덕면 일주서로 1975-11,064-792-6678,2020-01-02
서귀포시,담모라휴양펜션,제주특별자치도 서귀포시 안덕면 일주서로 1975-17,064-792-6678,2020-01-02
서귀포시,담모라호텔,제주특별자치도 서귀포시 안덕면 일주서로 1975-19,064-792-6678,2020-01-02
서귀포시,웨스티하우스,제주특별자치도 서귀포시 안덕면 일주서로1488번길 11,,2020-01-02
서귀포시,스마트모텔,제주특별자치도 서귀포시 안덕면 중산간서로 1913-58,064-792-5552,2020-01-02
서귀포시,(주)캐슬렉스제주 휴양콘도미니엄,제주특별자치도 서귀포시 안덕면 평화로 1241,064-793-6622,2020-01-02
서귀포시,마루호스텔,제주특별자치도 서귀포시 안덕면 평화로 486,064-794-5665,2020-01-02
서귀포시,호호아이,제주특별자치도 서귀포시 안덕면 평화로 492-10,,2020-01-02
서귀포시,라이온힐펜션,제주특별자치도 서귀포시 안덕면 평화로 507,064-794-5353,2020-01-02
서귀포시,신신휴양펜션,제주특별자치도 서귀포시 안덕면 평화로319번길 137-11,064-794-5834,2020-01-02
서귀포시,쉴띠휴양펜션,제주특별자치도 서귀포시 안덕면 한창로 102-1,070-4111-6695,2020-01-02
서귀포시,호텔테디밸리,제주특별자치도 서귀포시 안덕면 한창로 365,064-793-1000,2020-01-02
서귀포시,용산유원,제주특별자치도 서귀포시 안덕면 향교로 165-23,064-795-9955,2020-01-02
서귀포시,까사데비발디,제주특별자치도 서귀포시 안덕면 향교로 214,064-794-8970,2020-01-02
서귀포시,명지여인숙,제주특별자치도 서귀포시 안덕면 화순로 170,064-794-9422,2020-01-02
서귀포시,제주레저파크텔,제주특별자치도 서귀포시 안덕면 화순서서로 63,064-792-8254,2020-01-02
서귀포시,와이리조트 제주,제주특별자치도 서귀포시 안덕면 화순중앙로124번길 75,064-794-7007,2020-01-02
서귀포시,에쿠스모텔,제주특별자치도 서귀포시 안덕면 화순중앙로54번길 5,064-792-2341,2020-01-02
서귀포시,중문빌리지,제주특별자치도 서귀포시 예래로 270,064-738-3151,2020-01-02
서귀포시,베이힐풀앤빌라,제주특별자치도 서귀포시 예래로 424,064-801-9000,2020-01-02
서귀포시,호텔스카브로,제주특별자치도 서귀포시 예래해안로 15,064-738-1007,2020-01-02
서귀포시,부띠끄스테이스놉,제주특별자치도 서귀포시 예래해안로 17,064-738-3655,2020-01-02
서귀포시,히든클리프호텔&네이쳐,제주특별자치도 서귀포시 예래해안로 542,064-752-7777,2020-01-02
서귀포시,토스카나호텔,제주특별자치도 서귀포시 용흥로66번길 158-7,064-735-7000,2020-01-02
서귀포시,오션트리 호스텔,제주특별자치도 서귀포시 월드컵로 188,064-739-1239,2020-01-02
서귀포시,주식회사 폴에이리조트,제주특별자치도 서귀포시 월드컵로45번길 40,064-739-3001,2020-01-02
서귀포시,뜨레피아,제주특별자치도 서귀포시 월평하원로 111,064-738-5848,2020-01-02
서귀포시,골드원호텔,제주특별자치도 서귀포시 이어도로 1032,064-801-5000,2020-01-02
서귀포시,수모루휴양펜션,제주특별자치도 서귀포시 이어도로 1059,,2020-01-02
서귀포시,화이트캐슬,제주특별자치도 서귀포시 이어도로 1060,064-739-8811,2020-01-02
서귀포시,나폴리,제주특별자치도 서귀포시 이어도로 139,064-738-4820,2020-01-02
서귀포시,휴양펜션모던나폴리,제주특별자치도 서귀포시 이어도로 139,064-739-4820,2020-01-02
서귀포시,브릭 216,제주특별자치도 서귀포시 이어도로 216,064-739-0216,2020-01-02
서귀포시,하원가휴양펜션,제주특별자치도 서귀포시 이어도로 278,,2020-01-02
서귀포시,휴식호텔중문오션블루,제주특별자치도 서귀포시 이어도로 67,064-722-9991,2020-01-02
서귀포시,켄싱턴리조트 서귀포점,제주특별자치도 서귀포시 이어도로 684,064-739-9001,2020-01-02
서귀포시,올레요리조트,제주특별자치도 서귀포시 이어도로 720,064-739-8558,2020-01-02
서귀포시,에띠에호스텔,제주특별자치도 서귀포시 이어도로 738,064-739-1700,2020-01-02
서귀포시,마린포트리조트,제주특별자치도 서귀포시 이어도로 744,064-738-2277,2020-01-02
서귀포시,더비비스제주(The BB's JEJU),제주특별자치도 서귀포시 이어도로 760,064-739-4114,2020-01-02
서귀포시,글레즈하임호텔,제주특별자치도 서귀포시 이어도로 777,064-735-0200,2020-01-02
서귀포시,레지나 펜션,제주특별자치도 서귀포시 이어도로 789,064-730-0800,2020-01-02
서귀포시,파미유리조트가족호텔,제주특별자치도 서귀포시 이어도로 826-6,064-738-9186,2020-01-02
서귀포시,신성리조트,제주특별자치도 서귀포시 이어도로 989,064-739-0114,2020-01-02
서귀포시,뷰티플 리조트,제주특별자치도 서귀포시 이어도로253번길 2,064-738-7407,2020-01-02
서귀포시,담앤루,제주특별자치도 서귀포시 이어도로343번길 63,064-739-6617,2020-01-02
서귀포시,다정여인숙,제주특별자치도 서귀포시 이중섭로 23-5,064-762-3697,2020-01-02
서귀포시,제니스홈,제주특별자치도 서귀포시 이중섭로 31,064-726-4200,2020-01-02
서귀포시,가산토방호스텔,제주특별자치도 서귀포시 인정오름로86번길 3,064-732-2095,2020-01-02
서귀포시,도라미휴양펜션,제주특별자치도 서귀포시 일주동로 8215,064-767-9797,2020-01-02
서귀포시,호텔 펠리시아,제주특별자치도 서귀포시 일주동로 9123,064-739-0400,2020-01-02
서귀포시,모나코휴양펜션,제주특별자치도 서귀포시 일주서로 166-56,064-767-2003,2020-01-02
서귀포시,제이팜휴양펜션,제주특별자치도 서귀포시 일주서로 505,064-738-0117,2020-01-02
서귀포시,(주)일레인,제주특별자치도 서귀포시 일주서로 660,064-738-2013,2020-01-02
서귀포시,이린펜션,제주특별자치도 서귀포시 일주서로43번길 5,064-739-5775,2020-01-02
서귀포시,노블모텔,제주특별자치도 서귀포시 정방로 7-1,064-762-6594,2020-01-02
서귀포시,리치모텔,제주특별자치도 서귀포시 정방로 7-6,064-732-5963,2020-01-02
서귀포시,한란장여관,제주특별자치도 서귀포시 정방로 7-9,064-733-2313,2020-01-02
서귀포시,(주)레이크힐스리조트제주,제주특별자치도 서귀포시 존제로 24,064-738-8778,2020-01-02
서귀포시,씨사이드아덴,제주특별자치도 서귀포시 중문관광로 124,064-738-9800,2020-01-02
서귀포시,그랑빌 가족호텔,제주특별자치도 서귀포시 중문관광로 17,064-739-9994,2020-01-02
서귀포시,씨에스호텔앤리조트,제주특별자치도 서귀포시 중문관광로 198,064-738-5982,2020-01-02
서귀포시,제주 부영리조트,제주특별자치도 서귀포시 중문관광로 216,064-731-5500,2020-01-02
서귀포시,제주 부영호텔,제주특별자치도 서귀포시 중문관광로 222,064-731-5500,2020-01-02
서귀포시,아리아호텔,제주특별자치도 서귀포시 중문관광로 23-1,064-738-8981,2020-01-02
서귀포시,중문스테이,제주특별자치도 서귀포시 중문관광로 288,064-738-1956,2020-01-02
서귀포시,중문썬라이즈 호스텔,제주특별자치도 서귀포시 중문관광로 310,064-763-2299,2020-01-02
서귀포시,더쇼어호텔제주,제주특별자치도 서귀포시 중문관광로72번길 114,064-735-8592,2020-01-02
서귀포시,(주)이랜드파크한국콘도제주중문,제주특별자치도 서귀포시 중문관광로72번길 29-29,064-738-9101,2020-01-02
서귀포시,(주)롯데호텔제주,제주특별자치도 서귀포시 중문관광로72번길 35,064-731-1000,2020-01-02
서귀포시,(주)호텔하나,제주특별자치도 서귀포시 중문관광로72번길 53,064-738-7001,2020-01-02
서귀포시,(주)교원스위트호텔제주,제주특별자치도 서귀포시 중문관광로72번길 67,064-738-3800,2020-01-02
서귀포시,호텔신라제주,제주특별자치도 서귀포시 중문관광로72번길 75,064-738-4466,2020-01-02
서귀포시,제주에코스위츠,제주특별자치도 서귀포시 중문상로 207-13,064-738-9975,2020-01-02
서귀포시,중문시티호텔,제주특별자치도 서귀포시 중문상로 27,,2020-01-02
서귀포시,휴마루호스텔,제주특별자치도 서귀포시 중산간동로8183번길 16,064-762-1111,2020-01-02
서귀포시,팜밸리리조트,제주특별자치도 서귀포시 중산간서로 193,064-738-0002,2020-01-02
서귀포시,제이하우스,제주특별자치도 서귀포시 중산간서로 241,064-739-7891,2020-01-02
서귀포시,제이뷰호텔,제주특별자치도 서귀포시 중산간서로 935,064-739-5200,2020-01-02
서귀포시,제주엠리조트,제주특별자치도 서귀포시 중산간서로157번길 28-6,064-739-3883,2020-01-02
서귀포시,중문통나무가족호텔,제주특별자치도 서귀포시 중산간서로594번길 7-28,064-738-8383,2020-01-02
서귀포시,중문통나무휴양펜션,제주특별자치도 서귀포시 중산간서로594번길 7-8,064-738-8383,2020-01-02
서귀포시,오션팰리스호텔,제주특별자치도 서귀포시 중앙로 14,064-730-5800,2020-01-02
서귀포시,그레잇702,제주특별자치도 서귀포시 중앙로 19-2,,2020-01-02
서귀포시,신세계호텔,제주특별자치도 서귀포시 중앙로 2-2,064-732-5800,2020-01-02
서귀포시,내집인제주,제주특별자치도 서귀포시 중앙로 23-1,,2020-01-02
서귀포시,제주 베네치아 호텔,제주특별자치도 서귀포시 중앙로 23-6,064-762-9996,2020-01-02
서귀포시,선인장여관,제주특별자치도 서귀포시 중앙로41번길 13,064-732-2599,2020-01-02
서귀포시,렉스호스텔,제주특별자치도 서귀포시 중앙로42번길 42-1,064-762-1600,2020-01-02
서귀포시,록산장여관,제주특별자치도 서귀포시 중앙로47번길 11,064-732-4000,2020-01-02
서귀포시,에프케이알레그리아호텔제주,제주특별자치도 서귀포시 중앙로47번길 25,064-803-0887,2020-01-02
서귀포시,비스타케이천지연,제주특별자치도 서귀포시 중앙로47번길 25,064-804-0000,2020-01-02
서귀포시,은하여관,제주특별자치도 서귀포시 중앙로47번길 40,064-733-6678,2020-01-02
서귀포시,진모텔,제주특별자치도 서귀포시 중앙로47번길 7-1,,2020-01-02
서귀포시,동원여관,제주특별자치도 서귀포시 중앙로48번길 3,064-733-7151,2020-01-02
서귀포시,호텔DK,제주특별자치도 서귀포시 중앙로54번길 12,064-763-9002,2020-01-02
서귀포시,3번지여인숙,제주특별자치도 서귀포시 중앙로59번길 11,064-762-8244,2020-01-02
서귀포시,추풍령모텔,제주특별자치도 서귀포시 중앙로59번길 12,064-763-1671,2020-01-02
서귀포시,올레로하우스,제주특별자치도 서귀포시 중앙로59번길 16,064-732-3081,2020-01-02
서귀포시,스타성여관,제주특별자치도 서귀포시 중앙로71번길 15-4,064-763-4677,2020-01-02
서귀포시,크라운모텔,제주특별자치도 서귀포시 중앙로71번길 15-6,064-763-9200,2020-01-02
서귀포시,호텔휴식서귀포,제주특별자치도 서귀포시 중앙로71번길 17,064-730-5000,2020-01-02
서귀포시,만수각여관,제주특별자치도 서귀포시 중앙로79번길 7,064-763-5420,2020-01-02
서귀포시,호텔라벤더제주,제주특별자치도 서귀포시 중정로 1,064-762-7900,2020-01-02
서귀포시,대전여인숙,제주특별자치도 서귀포시 중정로 100-2,064-738-7121,2020-01-02
서귀포시,호텔윈스토리,제주특별자치도 서귀포시 중정로 11,064-741-0000,2020-01-02
서귀포시,호텔올레세븐,제주특별자치도 서귀포시 중정로 14,064-733-5477,2020-01-02
서귀포시,주식회사호텔크리스탈,제주특별자치도 서귀포시 중정로 16,064-732-8311,2020-01-02
서귀포시,경원모텔,제주특별자치도 서귀포시 중정로 19-6,064-733-3338,2020-01-02
서귀포시,대명여관,제주특별자치도 서귀포시 중정로 19-7,064-733-0889,2020-01-02
서귀포시,대림모텔,제주특별자치도 서귀포시 중정로 21,064-732-0500,2020-01-02
서귀포시,올레스테이,제주특별자치도 서귀포시 중정로 22,064-762-2167,2020-01-02
서귀포시,백패커스홈투,제주특별자치도 서귀포시 중정로 24,064-763-4000,2020-01-02
서귀포시,백패커스홈,제주특별자치도 서귀포시 중정로 24-7,064-763-4000,2020-01-02
서귀포시,이아호텔,제주특별자치도 서귀포시 중정로 36,,2020-01-02
서귀포시,동일여인숙,제주특별자치도 서귀포시 중정로 96-6,064-762-3463,2020-01-02
서귀포시,스트로베리 필드,제주특별자치도 서귀포시 중정로61번길 11-1,064-732-4632,2020-01-02
서귀포시,반도여관,제주특별자치도 서귀포시 중정로61번길 17,064-763-5007,2020-01-02
서귀포시,호텔버지니아,제주특별자치도 서귀포시 중정로61번길 31,064-767-5555,2020-01-02
서귀포시,락희여관,제주특별자치도 서귀포시 중정로91번길 11,064-763-3311,2020-01-02
서귀포시,미미여관,제주특별자치도 서귀포시 중정로91번길 12-1,064-762-5773,2020-01-02
서귀포시,영림여관,제주특별자치도 서귀포시 중정로91번길 28,064-732-8833,2020-01-02
서귀포시,태흥여관,제주특별자치도 서귀포시 중정로91번길 54,064-762-0110,2020-01-02
서귀포시,금학장여관,제주특별자치도 서귀포시 중정로91번길 57-2,064-732-4833,2020-01-02
서귀포시,천제연휴양팬션,제주특별자치도 서귀포시 천제연로 131-7,064-738-7545,2020-01-02
서귀포시,해리안호텔,제주특별자치도 서귀포시 천제연로 153,064-739-3030,2020-01-02
서귀포시,해성파크텔,제주특별자치도 서귀포시 천제연로 158-4,064-738-5050,2020-01-02
서귀포시,베니키아중문호텔,제주특별자치도 서귀포시 천제연로 166,064-746-0401,2020-01-02
서귀포시,천제모텔,제주특별자치도 서귀포시 천제연로 189,064-738-1115,2020-01-02
서귀포시,유어스호텔,제주특별자치도 서귀포시 천제연로178번길 21,064-733-7500,2020-01-02
서귀포시,제이힐호스텔,제주특별자치도 서귀포시 천제연로188번길 11,,2020-01-02
서귀포시,레지던스 예그린하우스,제주특별자치도 서귀포시 천제연로188번길 15,064-738-8660,2020-01-02
서귀포시,중문사우나모텔,제주특별자치도 서귀포시 천제연로188번길 17,064-738-6390,2020-01-02
서귀포시,올레휴,제주특별자치도 서귀포시 천지로 13,064-762-9102,2020-01-02
서귀포시,서현호스텔,제주특별자치도 서귀포시 천지로 15,,2020-01-02
서귀포시,송원여관,제주특별자치도 서귀포시 천지로 31,064-733-2531,2020-01-02
서귀포시,슬로시티게스트하우스,제주특별자치도 서귀포시 천지로 33,064-762-4636,2020-01-02
서귀포시,꼬닥꼬닥,제주특별자치도 서귀포시 천지로 39,064-733-7789,2020-01-02
서귀포시,대중각여관,제주특별자치도 서귀포시 천지로 7,064-732-7268,2020-01-02
서귀포시,동연장여관,제주특별자치도 서귀포시 천지연로 17-1,064-733-5503,2020-01-02
서귀포시,바다해호텔,제주특별자치도 서귀포시 천지연로 3-1,064-762-5300,2020-01-02
서귀포시,천지연크리스탈호텔,제주특별자치도 서귀포시 천지연로 39,064-732-1811,2020-01-02
서귀포시,폭포여관,제주특별자치도 서귀포시 천지연로21번길 10,064-762-2485,2020-01-02
서귀포시,테마모텔,제주특별자치도 서귀포시 천지연로21번길 8-1,064-733-3711,2020-01-02
서귀포시,마이모텔,제주특별자치도 서귀포시 천지연로29번길 12,064-767-9919,2020-01-02
서귀포시,피노호텔,제주특별자치도 서귀포시 천지연로29번길 5,064-763-3005,2020-01-02
서귀포시,더루케테호텔,제주특별자치도 서귀포시 천지연로29번길 8,064-732-8814,2020-01-02
서귀포시,제주플라야,제주특별자치도 서귀포시 최영로 20-5,064-738-6262,2020-01-02
서귀포시,(주)KAL호텔네트워크 (서귀포KAL호텔),제주특별자치도 서귀포시 칠십리로 242,064-733-2001,2020-01-02
서귀포시,한옥호텔한라궁,제주특별자치도 서귀포시 칠십리로 243,064-732-7900,2020-01-02
서귀포시,에버그린빌,제주특별자치도 서귀포시 칠십리로 310-23,064-762-3746,2020-01-02
서귀포시,돔스토리휴양펜션,제주특별자치도 서귀포시 칠십리로 310-41,064-767-3888,2020-01-02
서귀포시,허니문빌리지,제주특별자치도 서귀포시 칠십리로 340,064-762-0069,2020-01-02
서귀포시,더블루 제주,제주특별자치도 서귀포시 칠십리로 479,064-732-6103,2020-01-02
서귀포시,서귀포섬이야기펜션,제주특별자치도 서귀포시 칠십리로 61-1,,2020-01-02
서귀포시,섬게스트하우스,제주특별자치도 서귀포시 칠십리로 61-1,064-732-1313,2020-01-02
서귀포시,포트73,제주특별자치도 서귀포시 칠십리로 73,064-762-8223,2020-01-02
서귀포시,호텔화인,제주특별자치도 서귀포시 칠십리로 87,064-801-8888,2020-01-02
서귀포시,바라크라,제주특별자치도 서귀포시 칠십리로504번길 8-4,064-733-3136,2020-01-02
서귀포시,비케이호텔제주,제주특별자치도 서귀포시 칠십리로91번길 12,064-763-0773,2020-01-02
서귀포시,솔파하우스,제주특별자치도 서귀포시 칠십리로91번길 16,,2020-01-02
서귀포시,백호여관,제주특별자치도 서귀포시 칠십리로91번길 20,064-763-5566,2020-01-02
서귀포시,펠리체호스텔,제주특별자치도 서귀포시 태평로 111,064-739-1166,2020-01-02
서귀포시,제주브릭스,제주특별자치도 서귀포시 태평로 121,064-739-1901,2020-01-02
서귀포시,프라이빗리조트,제주특별자치도 서귀포시 태평로 130,064-738-7299,2020-01-02
서귀포시,덴앤델리조트,제주특별자치도 서귀포시 태평로 156,064-738-7765,2020-01-02
서귀포시,산수장여관,제주특별자치도 서귀포시 태평로 333,064-762-6151,2020-01-02
서귀포시,카사로마호텔(CASALOMA Hotel),제주특별자치도 서귀포시 태평로 347,064-733-2121,2020-01-02
서귀포시,헤이서귀포,제주특별자치도 서귀포시 태평로 363,064-732-5678,2020-01-02
서귀포시,아인스 호스텔,제주특별자치도 서귀포시 태평로 432,064-763-9911,2020-01-02
서귀포시,아트스테이서귀포하버,제주특별자치도 서귀포시 태평로 436,064-801-9901,2020-01-02
서귀포시,H.Y.초이호스텔,제주특별자치도 서귀포시 태평로335번길 11-1,064-732-3070,2020-01-02
서귀포시,한두모텔,제주특별자치도 서귀포시 태평로335번길 21,064-732-4458,2020-01-02
서귀포시,동경모텔,제주특별자치도 서귀포시 태평로335번길 23,064-733-5848,2020-01-02
서귀포시,오렌지호스텔,제주특별자치도 서귀포시 태평로335번길 3,064-762-9393,2020-01-02
서귀포시,엠스테이호텔제주,제주특별자치도 서귀포시 태평로353번길 14,064-800-6000,2020-01-02
서귀포시,퀸모텔,제주특별자치도 서귀포시 태평로353번길 22-19,,2020-01-02
서귀포시,칠십리호텔,제주특별자치도 서귀포시 태평로353번길 22-3,064-732-7707,2020-01-02
서귀포시,중앙여인숙,제주특별자치도 서귀포시 태평로431번길 12,064-762-8914,2020-01-02
서귀포시,만평여관,제주특별자치도 서귀포시 태평로431번길 15,064-762-3528,2020-01-02
서귀포시,영원여인숙,제주특별자치도 서귀포시 태평로431번길 16,064-762-2244,2020-01-02
서귀포시,런호텔,제주특별자치도 서귀포시 태평로431번길 20,064-766-5100,2020-01-02
서귀포시,장수각여관,제주특별자치도 서귀포시 태평로431번길 22,064-732-4536,2020-01-02
서귀포시,디아일랜드블루호텔,제주특별자치도 서귀포시 태평로431번길 3,064-762-6531,2020-01-02
서귀포시,호텔굿인서귀포,제주특별자치도 서귀포시 태평로439번길 14,064-767-9600,2020-01-02
서귀포시,모멘토하우스,제주특별자치도 서귀포시 태평로439번길 21,064-763-0293,2020-01-02
서귀포시,돔베리조트,제주특별자치도 서귀포시 태평로92번길 34,064-739-6780,2020-01-02
서귀포시,블루펄리조트,제주특별자치도 서귀포시 태평로92번길 35,064-739-4003,2020-01-02
서귀포시,코코비치리조트,제주특별자치도 서귀포시 태평로92번길 37,064-760-4222,2020-01-02
서귀포시,제이앤비가족호텔,제주특별자치도 서귀포시 토평남로30번길 10-8,064-733-8864,2020-01-02
서귀포시,제주끄라비펜션,제주특별자치도 서귀포시 토평로148번길 28,064-733-3399,2020-01-02
서귀포시,돔그라미,제주특별자치도 서귀포시 표선면 가시로 137,064-787-9000,2020-01-02
서귀포시,블라제,제주특별자치도 서귀포시 표선면 녹산로 274,064-787-2588,2020-01-02
서귀포시,인간과허브,제주특별자치도 서귀포시 표선면 돈오름로 170,064-787-7364,2020-01-02
서귀포시,제주허브동산,제주특별자치도 서귀포시 표선면 돈오름로 170,064-787-7364,2020-01-02
서귀포시,아망뜨휴양펜션,제주특별자치도 서귀포시 표선면 민속해안로 11,064-787-0300,2020-01-02
서귀포시,해비치리조트,제주특별자치도 서귀포시 표선면 민속해안로 537,064-780-8210,2020-01-02
서귀포시,해비치관광호텔,제주특별자치도 서귀포시 표선면 민속해안로 537,064-780-8221,2020-01-02
서귀포시,사이프러스골프리조트,제주특별자치도 서귀포시 표선면 번영로 2300,064-787-8888,2020-01-02
서귀포시,오크라리조트,제주특별자치도 서귀포시 표선면 번영로 3189,064-805-9922,2020-01-02
서귀포시,제이케이(JK) 드라이브인 호텔,제주특별자치도 서귀포시 표선면 번영로 3274,064-787-6900,2020-01-02
서귀포시,제주통나무휴양펜션,제주특별자치도 서귀포시 표선면 번영로 3328,064-767-3746,2020-01-02
서귀포시,패밀리아펜션,제주특별자치도 서귀포시 표선면 번영로 3340,064-787-9009,2020-01-02
서귀포시,늘푸른리조트,제주특별자치도 서귀포시 표선면 서성일로 118-15,064-787-2343,2020-01-02
서귀포시,초가정원,제주특별자치도 서귀포시 표선면 성읍정의현로56번길 25,,2020-01-02
서귀포시,제주스카이휴양펜션,제주특별자치도 서귀포시 표선면 세성로 352-32,064-787-0067,2020-01-02
서귀포시,제주유유자적,제주특별자치도 서귀포시 표선면 세화강왓로 80,,2020-01-02
서귀포시,블랙랜드레이스,제주특별자치도 서귀포시 표선면 일주동로 6343,064-787-1199,2020-01-02
서귀포시,대명샤인빌리조트,제주특별자치도 서귀포시 표선면 일주동로 6347-17,064-780-7000,2020-01-02
서귀포시,대명샤인빌리조트2차,제주특별자치도 서귀포시 표선면 일주동로 6347-17,064-780-7000,2020-01-02
서귀포시,남녘수산,제주특별자치도 서귀포시 표선면 일주동로 6431,064-787-2116,2020-01-02
서귀포시,야자수풀빌라,제주특별자치도 서귀포시 표선면 일주동로5661번길 33,070-4838-2655,2020-01-02
서귀포시,로만토피아오름추억,제주특별자치도 서귀포시 표선면 중산간동로5220번길 37,,2020-01-02
서귀포시,아토스테이,제주특별자치도 서귀포시 표선면 토산중앙로 249,064-787-6535,2020-01-02
서귀포시,풀하우스,제주특별자치도 서귀포시 표선면 표선동서로 139,,2020-01-02
서귀포시,유림여관,제주특별자치도 서귀포시 표선면 표선동서로 262-5,064-787-6255,2020-01-02
서귀포시,리시온관광호텔,제주특별자치도 서귀포시 표선면 표선동서로 263,064-787-8841,2020-01-02
서귀포시,뉴그린여관,제주특별자치도 서귀포시 표선면 표선백사로 119,064-787-1811,2020-01-02
서귀포시,대우장여관,제주특별자치도 서귀포시 표선면 표선중앙로 66,064-787-3830,2020-01-02
서귀포시,은하수여관,제주특별자치도 서귀포시 표선면 표선중앙로 71,064-787-2889,2020-01-02
서귀포시,신라장여관,제주특별자치도 서귀포시 표선면 표선중앙로 73,064-787-4600,2020-01-02
서귀포시,콤마게스트하우스,제주특별자치도 서귀포시 표선면 표선중앙로 73-9,064-787-0074,2020-01-02
서귀포시,호텔오션,제주특별자치도 서귀포시 표선면 표선중앙로 94,064-787-1414,2020-01-02
서귀포시,비치파크모텔,제주특별자치도 서귀포시 표선면 표선중앙로117번길 1,064-787-7955,2020-01-02
서귀포시,더제이호텔,제주특별자치도 서귀포시 표선면 표선중앙로90번길 12,064-787-3535,2020-01-02
서귀포시,돌과바람리조트,제주특별자치도 서귀포시 하신상로 166,064-732-3210,2020-01-02
서귀포시,자인빌리지펜션,제주특별자치도 서귀포시 하신상로 174-21,064-733-4824,2020-01-02
